Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year
1994,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),9,1994-01-05
1994,Tevin Campbell,Can We Talk,9,1994-01-05
1994,Tevin Campbell,I'm Ready,9,1994-03-09
1994,US3,Cantaloop (Flip Fantasia),9,1994-01-05
1994,Warren G,This D.J.,9,1994-07-20
1994,Beck,Loser,10,1994-01-26
1994,Janet Jackson,Because Of Love,10,1994-01-26
1994,Jon Secada,If You Go,10,1994-05-04
1994,Melissa Etheridge,I'm The Only One,10,1994-08-03
1994,"""10,000 Maniacs""",Because The Night,11,1994-01-05
1994,Collective Soul,Shine,11,1994-05-04
1994,Crystal Waters,100% Pure Love,11,1994-05-25
1994,2Pac,Keep Ya Head Up,12,1994-01-05
1994,Mariah Carey,Anytime You Need A Friend,12,1994-05-25
1994,4PM,Sukiyaki,13,1994-09-14
1994,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",13,1994-09-21
1994,Meat Loaf,Rock And Roll Dreams Come Through,13,1994-01-26
1994,R. Kelly,Your Body's Callin',13,1994-05-11
1994,Aaron Hall,I Miss You,14,1994-05-11
1994,Madonna,Take A Bow,14,1994-12-14
1994,The 4 Seasons,"""December 1963 (Oh, What A Night)""",14,1994-08-10
1994,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,14,1994-01-05
1994,20 Fingers Featuring Gillette,Short Dick Man,15,1994-09-07
1994,Babyface,Never Keeping Secrets,15,1994-01-05
1994,Jodeci,Cry For You,15,1994-01-05
1994,Tim McGraw,Indian Outlaw,15,1994-03-02
1994,Xscape,Just Kickin' It,15,1994-01-05
1994,Des'ree,You Gotta Be,16,1994-08-31
1994,Pretenders,I'll Stand By You,16,1994-08-10
1994,Aerosmith,Crazy,17,1994-05-18
1994,Culture Beat,Mr. Vain,17,1994-01-05
1994,Tim McGraw,Don't Take The Girl,17,1994-05-18
1994,Zhane,Groove Thang,17,1994-01-12
1994,Amy Grant,Lucky One,18,1994-08-10
1994,Barry White,Practice What You Preach,18,1994-10-05
1994,Candlebox,Far Behind,18,1994-08-24
1994,Elton John,"Circle Of Life (From ""The Lion King"")",18,1994-08-24
1994,Jimmy Cliff,"I Can See Clearly Now (From ""Cool Runnings"")",18,1994-01-05
1994,Pearl Jam,Tremor Christ/Spin The Black Circle,18,1994-11-16
1994,SWV,"Anything (From ""Above The Rim"")",18,1994-04-06
1994,Bonnie Raitt,Love Sneakin' Up On You,19,1994-03-09
1994,Eternal,Stay,19,1994-01-12
1994,Joshua Kadison,Beautiful In My Eyes,19,1994-04-13
1995,Boyz II Men,On Bended Knee,1,1995-01-04
1995,Bryan Adams,Have You Ever Really Loved A Woman?,1,1995-04-12
1995,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",1,1995-08-16
1995,Madonna,Take A Bow,1,1995-01-04
1995,Mariah Carey,Fantasy,1,1995-09-27
1995,Mariah Carey & Boyz II Men,One Sweet Day,1,1995-11-29
1995,Michael Jackson,You Are Not Alone,1,1995-08-30
1995,Montell Jordan,This Is How We Do It,1,1995-02-22
1995,Seal,Kiss From A Rose,1,1995-06-21
1995,TLC,Creep,1,1995-01-04
1995,TLC,Waterfalls,1,1995-06-07
1995,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",1,1995-11-22
1995,Adina Howard,Freak Like Me,2,1995-02-08
1995,Boyz II Men,Water Runs Dry,2,1995-04-26
1995,Monica,Don't Take It Personal (Just One Of Dem Days),2,1995-04-26
1995,Nicki French,Total Eclipse Of The Heart,2,1995-03-29
1995,Soul For Real,Candy Rain,2,1995-01-04
1995,TLC,Red Light Special,2,1995-03-01
1995,The Notorious B.I.G.,One More Chance/Stay With Me,2,1995-06-21
1995,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",3,1995-01-04
1995,Janet Jackson,Runaway,3,1995-09-13
1995,LL Cool J,Hey Lover,3,1995-11-15
1995,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,3,1995-05-03
1995,Real McCoy,Another Night,3,1995-01-04
1995,Real McCoy,Run Away,3,1995-03-08
1995,Shaggy,Boombastic/In The Summertime,3,1995-05-17
1995,Bon Jovi,Always,4,1995-01-04
1995,Brandy,Baby,4,1995-02-01
1995,Dionne Farris,I Know,4,1995-01-25
1995,R. Kelly,You Remind Me Of Something,4,1995-11-15
1995,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",4,1995-06-21
1995,All-4-One,I Can Love You Like That,5,1995-06-14
1995,Des'ree,You Gotta Be,5,1995-01-04
1995,Groove Theory,Tell Me,5,1995-08-23
1995,Michael Jackson & Janet Jackson,Scream/Childhood,5,1995-06-14
1995,Sheryl Crow,Strong Enough,5,1995-01-04
1995,TLC,Diggin' On You,5,1995-11-15
1995,Brandy,I Wanna Be Down,6,1995-01-04
1995,Hootie & The Blowfish,Only Wanna Be With You,6,1995-08-02
1995,Madonna,You'll See,6,1995-12-06
1995,Sophie B. Hawkins,As I Lay Me Down,6,1995-05-31
1995,The Notorious B.I.G.,Big Poppa/Warning,6,1995-01-11
1995,Blackstreet,Before I Let You Go,7,1995-01-04
1995,MoKenStef,He's Mine,7,1995-06-14
1995,Monica,Before You Walk Out Of My Life/Like This And Like That,7,1995-10-18
1995,Pearl Jam,I Got Id/Long Road,7,1995-12-20
1995,Take That,Back For Good,7,1995-08-09
1995,4PM,Sukiyaki,8,1995-01-04
1995,69 Boyz,Tootsee Roll,8,1995-01-04
1995,Blessid Union Of Souls,I Believe,8,1995-02-15
1995,Blues Traveler,Run-Around,8,1995-03-22
1995,Brownstone,If You Love Me,8,1995-01-04
1995,Deep Blue Something,Breakfast At Tiffany's,8,1995-08-16
1995,Goo Goo Dolls,Name,8,1995-10-11
1995,Luniz,I Got 5 On It,8,1995-06-07
1995,Melissa Etheridge,I'm The Only One,8,1995-01-04
1995,Xscape,Who Can I Run To,8,1995-10-11
1995,2Pac,Dear Mama/Old School,9,1995-03-08
1995,Boyz II Men,I'll Make Love To You,9,1995-01-04
1995,Brandy,Brokenhearted,9,1995-09-06
1995,Hootie & The Blowfish,Let Her Cry,9,1995-03-08
1995,Del Amitri,Roll To Me,10,1995-07-05
1995,Dr. Dre,"Keep Their Heads Ringin' (From ""Friday"")",10,1995-03-15
1995,Hootie & The Blowfish,Hold My Hand,10,1995-01-04
1995,Janet Jackson,You Want This/70's Love Groove,10,1995-01-04
1995,Jon B. Featuring Babyface,Someone To Love,10,1995-04-26
1995,Natalie Merchant,Carnival,10,1995-08-02
1995,The Beatles,Free As A Bird,10,1995-12-27
1995,Corona,The Rhythm Of The Night,11,1995-01-04
1995,Everything But the Girl,Missing,12,1995-08-09
1995,Prince,I Hate U,12,1995-09-20
1995,Diana King,"Shy Guy (From ""Bad Boys"")",13,1995-03-29
1995,Elton John,Believe,13,1995-03-08
1995,Junior M.A.F.I.A.,Player's Anthem,13,1995-07-19
1995,Meat Loaf,I'd Lie For You (And That's The Truth),13,1995-10-18
1995,Redman/Method Man,"How High (From ""The Show"")",13,1995-08-23
1995,Skee-Lo,I Wish,13,1995-04-26
1995,Tom Petty,You Don't Know How It Feels,13,1995-01-04
1995,Total Featuring The Notorious B.I.G.,"Can't You See (From ""New Jersey Drive"")",13,1995-04-05
1995,20 Fingers Featuring Gillette,Short Dick Man,14,1995-01-04
1995,Bon Jovi,This Ain't A Love Song,14,1995-06-07
1995,Bone Thugs-N-Harmony,1st Of Tha Month,14,1995-08-23
1995,Jodeci,Freek'n You,14,1995-06-14
1995,Martin Page,In The House Of Stone And Light,14,1995-01-04
1995,Ace of Base,Beautiful Life,15,1995-11-08
1995,Joan Osborne,One Of Us,15,1995-12-06
1995,Madonna,Secret,15,1995-01-04
1995,Subway (Featuring 702),This Lil' Game We Play,15,1995-02-01
1995,Immature,Constantly,16,1995-01-04
1995,Jamie Walters,Hold On,16,1995-01-25
1995,Melissa Etheridge,Like The Way I Do/If I Wanted To,16,1995-02-15
1995,U2,"""Hold Me, Thrill Me, Kiss Me, Kill Me""",16,1995-06-21
1995,K-Ci Hailey,If You Think You're Lonely Now,17,1995-02-15
1995,Naughty by Nature,Feel Me Flow,17,1995-06-07
1995,Sheryl Crow,All I Wanna Do,17,1995-01-04
1995,Soul For Real,Every Little Thing I Do,17,1995-05-03
1995,The Rembrandts,I'll Be There For You/This House Is Not A Home,17,1995-09-27
1995,Barry White,Practice What You Preach,18,1995-01-04
1995,Lisa Loeb & Nine Stories,Do You Sleep?,18,1995-09-20
1995,Vanessa Williams,The Sweetest Days,18,1995-01-04
1996,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,1,1996-06-12
1996,Blackstreet (Featuring Dr. Dre),No Diggity,1,1996-10-09
1996,Bone Thugs-N-Harmony,Tha Crossroads,1,1996-05-08
1996,Celine Dion,"Because You Loved Me (From ""Up Close & Personal"")",1,1996-03-06
1996,Los del Rio,Macarena (Bayside Boys Mix),1,1996-01-03
1996,Mariah Carey,Always Be My Baby,1,1996-04-03
1996,Mariah Carey & Boyz II Men,One Sweet Day,1,1996-01-03
1996,Toni Braxton,Un-Break My Heart,1,1996-10-23
1996,Toni Braxton,You're Makin' Me High/Let It Flow,1,1996-06-05
1996,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",2,1996-01-03
1996,Celine Dion,It's All Coming Back To Me Now,2,1996-08-14
1996,Donna Lewis,I Love You Always Forever,2,1996-06-19
1996,Everything But the Girl,Missing,2,1996-01-03
1996,Keith Sweat,Twisted,2,1996-06-19
1996,Mary J. Blige,"Not Gon' Cry (From ""Waiting To Exhale"")",2,1996-01-24
1996,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",2,1996-12-11
1996,The Tony Rich Project,Nobody Knows,2,1996-01-03
1996,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,1996-01-03
1996,En Vogue,Don't Let Go (Love),3,1996-11-06
1996,Keith Sweat Featuring Athena Cage,Nobody,3,1996-10-02
1996,LL Cool J,Hey Lover,3,1996-01-03
1996,LL Cool J,Loungin,3,1996-07-03
1996,New Edition,Hit Me Off,3,1996-08-28
1996,Quad City DJ's,C'mon N' Ride It (The Train),3,1996-03-13
1996,Tracy Chapman,Give Me One Reason,3,1996-04-03
1996,Alanis Morissette,Ironic,4,1996-03-13
1996,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",4,1996-01-03
1996,Joan Osborne,One Of Us,4,1996-01-03
1996,Merril Bainbridge,Mouth,4,1996-09-04
1996,R. Kelly Featuring Ronald Isley,Down Low (Nobody Has To Know),4,1996-02-28
1996,Coolio,"""1, 2, 3, 4 (Sumpin' New)""",5,1996-03-06
1996,Deep Blue Something,Breakfast At Tiffany's,5,1996-01-03
1996,Eric Clapton,Change The World,5,1996-07-17
1996,Goo Goo Dolls,Name,5,1996-01-03
1996,No Mercy,Where Do You Go,5,1996-07-03
1996,R. Kelly,I Can't Sleep Baby (If I),5,1996-07-10
1996,SWV,You're The One,5,1996-04-17
1996,TLC,Diggin' On You,5,1996-01-03
1996,"""Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels""",This Is For The Lover In You,6,1996-10-23
1996,Alanis Morissette,You Learn/You Oughta Know,6,1996-07-24
1996,Ginuwine,Pony,6,1996-09-04
1996,La Bouche,Be My Lover,6,1996-01-03
1996,The Beatles,Free As A Bird,6,1996-01-03
1996,Adam Clayton & Larry Mullen,"Theme From Mission: Impossible (From ""Mission: Impossible"")",7,1996-05-08
1996,George Michael,Jesus To A Child,7,1996-02-21
1996,Mariah Carey,Fantasy,7,1996-01-03
1996,Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")",7,1996-12-25
1996,Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",8,1996-11-20
1996,Busta Rhymes,Woo-Hah!! Got You All In Check/Everything Remains Raw,8,1996-03-06
1996,George Michael,Fastlove,8,1996-05-08
1996,Madonna,You'll See,8,1996-01-03
1996,Monica,Before You Walk Out Of My Life/Like This And Like That,8,1996-01-03
1996,Oasis,Wonderwall,8,1996-01-24
1996,Whitney Houston & CeCe Winans,"Count On Me (From ""Waiting To Exhale"")",8,1996-03-20
1996,Az Yet,"Last Night (From ""The Nutty Professor"")",9,1996-08-21
1996,Gin Blossoms,Follow You Down/Til I Hear It From You,9,1996-02-07
1996,LL Cool J,Doin It,9,1996-03-06
1996,Monica,Why I Love You So Much/Ain't Nobody,9,1996-06-05
1996,New Edition,I'm Still In Love With You,9,1996-11-06
1996,D'Angelo,Lady,10,1996-02-28
1996,MC Lyte Featuring Xscape,"""Keep On, Keepin' On (From ""Sunset Park"")""",10,1996-03-13
1996,Metallica,Until It Sleeps,10,1996-06-05
1996,Aaliyah,If Your Girl Only Knew,11,1996-08-28
1996,Jewel,Who Will Save Your Soul,11,1996-05-29
1996,Joe,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",11,1996-02-07
1996,Sheryl Crow,If It Makes You Happy,11,1996-09-18
1996,The Beatles,Real Love,11,1996-03-20
1996,Jann Arden,"Insensitive (From ""Bed Of Roses"")",12,1996-02-07
1996,Journey,When You Love A Woman,12,1996-10-23
1996,Kris Kross,Tonite's Tha Night,12,1996-01-03
1996,OutKast,Elevators (Me & You),12,1996-07-24
1996,The Smashing Pumpkins,1979,12,1996-02-07
1996,Total,Kissin' You,12,1996-05-01
1996,112 Featuring The Notorious B.I.G.,Only You,13,1996-05-29
1996,Groove Theory,Tell Me,13,1996-01-03
1996,Hootie & The Blowfish,Old Man & Me (When I Get To Heaven),13,1996-04-24
1996,Janet Jackson,Runaway,13,1996-01-03
1996,La Bouche,Sweet Dreams,13,1996-03-27
1996,Case Featuring Foxxy Brown,"Touch Me Tease Me (From ""The Nutty Professor"")",14,1996-05-08
1996,Hootie & The Blowfish,Time,14,1996-01-03
1996,John Mellencamp,Key West Intermezzo (I Saw You First),14,1996-08-28
1996,Pearl Jam,I Got Id/Long Road,14,1996-01-03
1996,R. Kelly,You Remind Me Of Something,14,1996-01-03
1996,3T,Anything,15,1996-01-03
1996,Dishwalla,Counting Blue Cars,15,1996-04-03
1996,BoDeans,"Closer To Free (From ""Party Of Five"")",16,1996-03-06
1996,Ace of Base,Beautiful Life,17,1996-01-03
1996,Deborah Cox,Who Do U Love,17,1996-01-31
1996,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Get Money,17,1996-02-07
1996,Mint Condition,What Kind Of Man Would I Be,17,1996-09-04
1996,Seal,"Fly Like An Eagle (From ""Space Jam"")",17,1996-12-18
1996,Crucial Conflict,Hay,18,1996-05-08
1996,Dru Hill,"Tell Me (From ""Eddie"")",18,1996-08-28
1996,Madonna,"You Must Love Me (From ""Evita"")",18,1996-11-13
1996,Montell Jordan,Falling,18,1996-10-02
1996,Collective Soul,The World I Know,19,1996-01-03
1996,Sophie B. Hawkins,As I Lay Me Down,19,1996-01-03
1996,Lil' Kim Featuring Puff Daddy,No Time,20,1996-11-06
1996,Maxi Priest Featuring Shaggy,That Girl,20,1996-06-26
1996,Natalie Merchant,Wonder,20,1996-01-03
1997,Boyz II Men,4 Seasons Of Loneliness,1,1997-09-24
1997,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,1,1997-10-08
1997,Hanson,MMMBop,1,1997-04-30
1997,Mariah Carey,Honey,1,1997-09-10
1997,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-11
1997,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-01-22
1997,Spice Girls,Wannabe,1,1997-01-22
1997,The Notorious B.I.G.,Hypnotize,1,1997-04-23
1997,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,1,1997-07-30
1997,Toni Braxton,Un-Break My Heart,1,1997-01-01
1997,Backstreet Boys,Quit Playing Games (With My Heart),2,1997-06-25
1997,En Vogue,Don't Let Go (Love),2,1997-01-01
1997,Jewel,Foolish Games/You Were Meant For Me,2,1997-01-01
1997,LeAnn Rimes,How Do I Live,2,1997-06-18
1997,Mark Morrison,Return Of The Mack,2,1997-02-26
1997,Meredith Brooks,Bitch,2,1997-04-23
1997,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,2,1997-12-03
1997,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",2,1997-01-01
1997,Usher,You Make Me Wanna...,2,1997-08-20
1997,Spice Girls,Say You'll Be There,3,1997-05-21
1997,Allure Featuring 112,All Cried Out,4,1997-08-27
1997,Blackstreet (Featuring Dr. Dre),No Diggity,4,1997-01-01
1997,Bone Thugs-N-Harmony,"Look Into My Eyes (From ""Batman & Robin"")",4,1997-06-18
1997,Celine Dion,All By Myself,4,1997-03-26
1997,Dru Hill,In My Bed,4,1997-01-08
1997,Janet,Together Again,4,1997-12-17
1997,Keith Sweat Featuring Athena Cage,Nobody,4,1997-01-01
1997,LSG,My Body,4,1997-10-29
1997,Monica,"For You I Will (From ""Space Jam"")",4,1997-03-12
1997,Savage Garden,I Want You,4,1997-02-26
1997,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,4,1997-08-27
1997,Spice Girls,2 Become 1,4,1997-08-13
1997,Third Eye Blind,Semi-Charmed Life,4,1997-07-02
1997,Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")",4,1997-01-01
1997,Mase,Feel So Good,5,1997-10-29
1997,The Verve Pipe,The Freshmen,5,1997-02-19
1997,"""Lil' Kim Featuring Da Brat, Left Eye, Missy Elliott & Angie Martinez""",Not Tonight,6,1997-07-09
1997,Babyface,Every Time I Close My Eyes,6,1997-01-29
1997,Chumbawamba,Tubthumping,6,1997-09-10
1997,Rome,I Belong To You (Every Time I See Your Face),6,1997-03-12
1997,Aqua,Barbie Girl,7,1997-09-03
1997,Dru Hill,Never Make A Promise,7,1997-08-06
1997,Foxy Brown Featuring Jay-Z,I'll Be,7,1997-02-12
1997,Merril Bainbridge,Mouth,7,1997-01-01
1997,New Edition,I'm Still In Love With You,7,1997-01-01
1997,Robyn,Do You Know (What It Takes),7,1997-05-28
1997,Robyn,Show Me Love,7,1997-11-12
1997,Savage Garden,Truly Madly Deeply,7,1997-12-03
1997,Shawn Colvin,Sunny Came Home,7,1997-07-09
1997,Tim McGraw With Faith Hill,It's Your Love,7,1997-05-14
1997,Az Yet Featuring Peter Cetera,Hard To Say I'm Sorry,8,1997-02-19
1997,Changing Faces,G.H.E.T.T.O.U.T.,8,1997-05-07
1997,Madonna,"Don't Cry For Me Argentina (From ""Evita"")",8,1997-02-19
1997,Paula Cole,Where Have All The Cowboys Gone?,8,1997-04-09
1997,Aaliyah,The One I Gave My Heart To,9,1997-10-01
1997,Az Yet,"Last Night (From ""The Nutty Professor"")",9,1997-01-01
1997,Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",9,1997-01-01
1997,Boyz II Men,A Song For Mama,9,1997-12-10
1997,Celine Dion,It's All Coming Back To Me Now,9,1997-01-01
1997,Hanson,I Will Come To You,9,1997-11-26
1997,R. Kelly,Gotham City,9,1997-07-16
1997,702,Get It Together,10,1997-02-12
1997,B-Rock & The Bizz,My Baby Daddy,10,1997-04-16
1997,Los del Rio,Macarena (Bayside Boys Mix),10,1997-01-01
1997,Seal,"Fly Like An Eagle (From ""Space Jam"")",10,1997-01-01
1997,Sheryl Crow,If It Makes You Happy,10,1997-01-01
1997,U2,Discotheque,10,1997-02-19
1997,MC Lyte,Cold Rock A Party,11,1997-01-01
1997,Sheryl Crow,Everyday Is A Winding Road,11,1997-03-26
1997,Sister Hazel,All For You,11,1997-07-09
1997,98 Degrees,Invisible Man,12,1997-07-09
1997,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",12,1997-07-02
1997,Erykah Badu,On & On,12,1997-01-22
1997,Gina G,Ooh Aah... Just A Little Bit,12,1997-01-01
1997,Ginuwine,Pony,12,1997-01-01
1997,Magoo And Timbaland,Up Jumps Da Boogie,12,1997-07-16
1997,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,12,1997-10-15
1997,No Mercy,Where Do You Go,12,1997-01-01
1997,Paula Cole,I Don't Want To Wait,12,1997-10-29
1997,Scarface Featuring 2Pac & Johnny P,Smile,12,1997-06-18
1997,112,Cupid,13,1997-02-26
1997,Journey,When You Love A Woman,13,1997-01-01
1997,Sarah McLachlan,Building A Mystery,13,1997-09-03
1997,Dru Hill,We're Not Making Love No More,14,1997-12-10
1997,Freak Nasty,Da' Dip,15,1997-01-01
1997,Uncle Sam,I Don't Ever Want To See You Again,15,1997-11-05
1997,Whitney Houston,"Step By Step (From ""The Preacher's Wife"")",15,1997-03-12
1997,Da Brat Featuring T-Boz,Ghetto Love,16,1997-03-19
1997,Donna Lewis,I Love You Always Forever,16,1997-01-01
1997,Duncan Sheik,Barely Breathing,16,1997-01-01
1997,En Vogue,Whatever,16,1997-07-16
1997,Next,Butta Love,16,1997-09-03
1997,Total,What About Us,16,1997-08-27
1997,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),17,1997-09-03
1997,Hev-D,Big Daddy,18,1997-03-05
1997,Lil' Kim Featuring Puff Daddy,No Time,18,1997-01-01
1997,Mint Condition,What Kind Of Man Would I Be,18,1997-01-01
1997,Spice Girls,Spice Up Your Life,18,1997-11-05
1997,Bruce Springsteen,Secret Garden,19,1997-03-19
1997,SWV (Featuring Puff Daddy),Someone,19,1997-07-23
1998,Aerosmith,I Don't Want To Miss A Thing,1,1998-09-02
1998,Barenaked Ladies,One Week,1,1998-09-30
1998,Brandy & Monica,The Boy Is Mine,1,1998-05-27
1998,Celine Dion,My Heart Will Go On,1,1998-02-25
1998,Divine,Lately,1,1998-09-09
1998,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,1,1998-01-07
1998,Janet,Together Again,1,1998-01-07
1998,K-Ci & JoJo,All My Life,1,1998-03-25
1998,Lauryn Hill,Doo Wop (That Thing),1,1998-11-11
1998,Mariah Carey,My All,1,1998-05-06
1998,Monica,The First Night,1,1998-08-12
1998,Next,Too Close,1,1998-02-11
1998,R. Kelly & Celine Dion,I'm Your Angel,1,1998-12-02
1998,Savage Garden,Truly Madly Deeply,1,1998-01-07
1998,Usher,Nice & Slow,1,1998-01-21
1998,Will Smith,Gettin' Jiggy Wit It,1,1998-02-25
1998,Deborah Cox,Nobody's Supposed To Be Here,2,1998-09-30
1998,LeAnn Rimes,How Do I Live,2,1998-01-07
1998,Madonna,Frozen,2,1998-03-18
1998,Montell Jordan Feat. Master P & Silkk the Shocker,Let's Ride,2,1998-03-04
1998,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,2,1998-01-07
1998,Shania Twain,You're Still The One,2,1998-02-11
1998,Usher,My Way,2,1998-06-17
1998,98 Degrees,Because Of You,3,1998-09-30
1998,Destiny's Child,"""No, No, No""",3,1998-01-07
1998,Dru Hill Featuring Redman,How Deep Is Your Love,3,1998-10-07
1998,Janet Featuring Blackstreet,I Get Lonely,3,1998-05-20
1998,Jennifer Paige,Crush,3,1998-07-01
1998,Sarah McLachlan,Adia,3,1998-05-27
1998,All Saints,Never Ever,4,1998-07-22
1998,Backstreet Boys,Everybody [Backstreet's Back],4,1998-04-15
1998,Britney Spears,...Baby One More Time,4,1998-11-18
1998,LSG,My Body,4,1998-01-07
1998,Puff Daddy Featuring Jimmy Page,Come With Me,4,1998-06-24
1998,Shania Twain,From This Moment On,4,1998-12-02
1998,Edwin McCain,I'll Be,5,1998-09-23
1998,Madonna,Ray Of Light,5,1998-07-08
1998,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot,5,1998-06-24
1998,Public Announcement,Body Bumpin' Yippie-Yi-Yo,5,1998-02-18
1998,Chumbawamba,Tubthumping,6,1998-01-07
1998,Inoj,Time After Time,6,1998-08-19
1998,K.P. & Envyi,Swing My Way,6,1998-01-07
1998,Mase Featuring Total,What You Want,6,1998-01-28
1998,Mya & Sisqo,It's All About Me,6,1998-03-11
1998,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,6,1998-02-11
1998,Tatyana Ali,Daydreamin',6,1998-08-05
1998,Uncle Sam,I Don't Ever Want To See You Again,6,1998-01-07
1998,Boyz II Men,A Song For Mama,7,1998-01-07
1998,Faith Evans,Love Like This,7,1998-11-11
1998,Faith Hill,This Kiss,7,1998-03-18
1998,Jon B,They Don't Know,7,1998-01-28
1998,Mase,Feel So Good,7,1998-01-07
1998,Usher,You Make Me Wanna...,7,1998-01-07
1998,Wyclef Jean,Gone Till November,7,1998-02-04
1998,Xscape,The Arms Of The One Who Loves You,7,1998-04-29
1998,Marcy Playground,Sex And Candy,8,1998-04-08
1998,Mase Featuring Puff Daddy,Lookin' At Me,8,1998-07-22
1998,Robyn,Show Me Love,8,1998-01-07
1998,Shawn Mullins,Lullaby,8,1998-12-02
1998,Total Featuring Missy Elliott,Trippin',8,1998-11-04
1998,Brandy,Have You Ever?,9,1998-12-02
1998,Busta Rhymes,Dangerous,9,1998-01-07
1998,Goo Goo Dolls,Iris,9,1998-12-02
1998,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],9,1998-01-07
1998,Monifah,Touch It,9,1998-08-05
1998,Spice Girls,Too Much,9,1998-02-11
1998,Third Eye Blind,How's It Going To Be,9,1998-01-07
1998,Xscape,My Little Secret,9,1998-10-21
